National Provider Identifier,Organization Name,Credentials,Gender,Entity Code,City,Zip Code,State Code,Country Code,Provider Type,Medicare Participation,Place of Service,HCPCS Code,HCPCS Description,HCPCS Drug Indicator,Number of Services,Number of Medicare Beneficiaries,Number of Medicare Beneficiary/Day Services,Average Medicare Allowed Amount,Standard Deviation of Medicare Allowed Amount,Average Submitted Charge Amount,Standard Deviation of Submitted Charge Amount,Average Medicare Payment Amount
1801924295,SO,MD,M,I,LONG BEACH,908054587,CA,US,Internal Medicine,Y,F,99232,"Subsequent hospital inpatient care, typically 25 minutes per day",N,"1,047",243,"1,047",73.55,0,90,0,58.73
1235139221,BROCKMAN,MD,M,I,ST. CLAIR,63077,MO,US,Family Practice,Y,O,96372,"Injection into tissue or muscle for therapy, diagnosis, or prevention",N,134,38,127,21.49,0,39.88,2.84,16.69
1841273281,HAMILTON,MD,M,I,ROCHESTER,559050001,MN,US,Otolaryngology,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,22,17,22,65.71,0,80.34,15.72,41.34
1053390252,SINGH,MD,F,I,EUGENE,974018176,OR,US,Internal Medicine,Y,O,80061,"Blood test, lipids (cholesterol and triglycerides)",N,131,82,131,14.77,0.98,39,0,14.77
1356348346,SURESH,MD,M,I,CRESTVIEW HILLS,410175465,KY,US,Cardiology,Y,F,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,56,20,56,71.86,0,158,0,45.85
1558304360,HOOPER,MD,M,I,SALEM,241536404,VA,US,Orthopedic Surgery,Y,O,73130,"X-ray of hand, minimum of 3 views",N,24,14,21,31.9,0,67,0,22.35
1730156456,WALMSLEY,MD,M,I,GLEN RIDGE,70282325,NJ,US,Urology,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,271,208,271,115.8,0,164.97,42.72,88.08
1669499117,COOPERSMITH,MD,M,I,SAINT LOUIS,631101003,MO,US,General Surgery,Y,F,99291,"Critical care delivery critically ill or injured patient, first 30-74 minutes",N,84,40,84,217.66,0,692.86,13.48,163.77
1972670198,MEYER,CRNA,M,I,DETROIT,49016,MI,US,CRNA,Y,F,810,Anesthesia for procedure on small bowel using an endoscope,N,59,59,59,107.28,32.71,524.92,214.76,84.13
1558542621,BURROUGHS,MD,M,I,PORTLAND,97239,OR,US,Neurology,Y,O,99205,"New patient office or other outpatient visit, typically 60 minutes",N,11,11,11,200.18,0,387,0,160.14
1316958895,MOORE,MD,M,I,WEST COLUMBIA,29169,SC,US,General Surgery,Y,F,99231,"Subsequent hospital inpatient care, typically 15 minutes per day",N,81,44,81,35.99,0,99.58,19.73,28.79
1528155603,LOCKSHIN,MD,M,I,NEW YORK,100214872,NY,US,Rheumatology,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,21,18,21,78.15,0.28,200.09,0,57.28
1659325157,SHARROCK-DORSTEN,DPM,F,I,BRYAN,435061681,OH,US,Podiatry,Y,O,J3301,"Injection, triamcinolone  acetonide, not otherwise specified, 10 mg",Y,248,23,29,1.69,0.02,5.45,1.46,1.35
1336199835,HILL,MD,M,I,BALTIMORE,212870005,MD,US,Emergency Medicine,Y,F,99285,"Emergency department visit, problem with significant threat to life or function",N,96,95,96,176.51,0,441.88,2.42,137.33
1356441737,TAYLOR,MD,M,I,RIVERDALE,30274,GA,US,Internal Medicine,Y,F,93010,Routine electrocardiogram (EKG) using at least 12 leads with interpretation and report,N,18,18,18,8.24,0,29,0,6.59
1992874531,POWERS,O,M,I,CHARLOTTESVILLE,229080001,VA,US,Internal Medicine,Y,F,99222,"Initial hospital inpatient care, typically 50 minutes per day",N,30,30,30,130.23,0,385.8,32.99,102.23
1346359197,MOODY,MD,M,I,CARTHAGE,390513601,MS,US,Family Practice,Y,O,73560,"X-ray of knee, 1 or 2 views",N,27,13,13,14.69,6.03,37.59,2.6,10.92
1104879006,PINSON,MD,F,I,HUNTINGTON,257014852,WV,US,Family Practice,Y,F,99222,"Initial hospital inpatient care, typically 50 minutes per day",N,112,104,112,128.48,0,160,0,99.4
1124044458,GASKINS,MD,F,I,SAN JOSE,951211800,CA,US,Neurosurgery,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,206,80,206,121.96,0,175,0,90.26
1376588673,FLENER,PAC,F,I,RENTON,980555773,WA,US,Physician Assistant,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,115,110,115,39.41,0,82,0,25.7
1689635922,"NIMER, MD, PC",MD,M,I,SAINT GEORGE,847902123,UT,US,Cardiology,Y,F,99239,"Hospital discharge day management, more than 30 minutes",N,16,15,16,99.59,0,120,0,79.67
1982792131,PATTERSON,MD,M,I,BELLINGHAM,982251904,WA,US,Family Practice,Y,O,J3301,"Injection, triamcinolone  acetonide, not otherwise specified, 10 mg",Y,522,54,68,1.69,0.03,9,0,1.35
1225013600,LODHAVIA,MD,M,I,HACKENSACK,76011262,NJ,US,Internal Medicine,Y,O,90662,Vaccine for influenza injection,Y,56,56,56,29.21,0,29.21,0,29.21
1871547828,PAYDAK,MD,M,I,LITTLE ROCK,722057199,AR,US,Cardiac Electrophysiology,Y,F,99232,"Subsequent hospital inpatient care, typically 25 minutes per day",N,178,94,178,65.61,0,115.51,2.29,51.89
1356342323,DENNISON,MD,M,I,BARRINGTON,28063437,RI,US,Orthopedic Surgery,Y,O,G0438,"Annual wellness visit; includes a personalized prevention plan of service (pps), initial visit",N,22,22,22,172.76,0,193.64,2.92,172.76
1952528572,PESHEK,MD,M,I,OKEMOS,48864,MI,US,Otolaryngology,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,23,19,23,70.07,1.42,112.87,3.22,34.69
1477628634,KOSSMAN,MD,M,I,SAN DIEGO,921205178,CA,US,Hematology/Oncology,Y,F,99233,"Subsequent hospital inpatient care, typically 35 minutes per day",N,45,19,45,102.23,0,137.42,2.68,81.78
1205804911,SANCHEZ,D.O.,M,I,RAYMONDVILLE,785802508,TX,US,Family Practice,Y,O,G0439,"Annual wellness visit, includes a personalized prevention plan of service (pps), subsequent visit",N,267,267,267,105.34,4.09,200,0,105.34
1831184837,SCHLABACH,MD,M,I,ALMA,729217382,AR,US,Family Practice,Y,F,93010,Routine electrocardiogram (EKG) using at least 12 leads with interpretation and report,N,269,243,263,8,0,27.98,0.37,5.44
1902867831,NICKEL,DO,F,I,WICHITA,672051752,KS,US,Family Practice,Y,O,90662,Vaccine for influenza injection,Y,31,31,31,30.92,0,42.71,1.87,30.92
1568512960,HUMPHREY,P.T.,M,I,WARNER ROBINS,310938536,GA,US,Physical Therapist,Y,O,97001,Physical therapy evaluation,N,26,25,26,67.02,0.93,71.5,16.62,46.71
1689631467,TIKHOMIROVA,MD,F,I,DANBURY,68107863,CT,US,Internal Medicine,Y,O,80061,"Blood test, lipids (cholesterol and triglycerides)",N,336,200,336,13.99,1.76,52,0,13.99
1902885759,SINGH,MD,M,I,RUSSELLVILLE,422768850,KY,US,Internal Medicine,Y,O,73030,"X-ray of shoulder, minimum of 2 views",N,17,16,17,28.2,0,78,0,19.91
1205867579,HANLON,MD,M,I,FORT MYERS,339074539,FL,US,Cardiology,Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,64,64,64,171.92,0,306,0,131.42
1922031574,SHAQRA,MD,M,I,CLIFTON,70114041,NJ,US,Internal Medicine,Y,O,93000,Routine EKG using at least 12 leads including interpretation and report,N,39,35,39,20.61,0,90,0,16.49
1790736270,KOTOUCH,CRNA,F,I,CHARLOTTE,282042515,NC,US,CRNA,Y,F,810,Anesthesia for procedure on small bowel using an endoscope,N,13,13,13,226.29,30.63,1062,153.5,163.8
1518929892,NELSON,MD,M,I,SIOUX FALLS,571051007,SD,US,Diagnostic Radiology,Y,F,G0202,"Screening mammography, producing direct digital image, bilateral, all views",N,84,84,84,33.93,0.04,37.64,14.68,33.93
1922050475,KEARSE,PT,F,I,KNOXVILLE,379181879,TN,US,Physical Therapist,Y,O,97001,Physical therapy evaluation,N,47,45,47,69.55,0,168,0,54.12
1225065709,SMITH,MD,M,I,BASTROP,712205033,LA,US,Family Practice,N,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,14,14,14,90,0,90,0,44.2
1578620282,DOHERTY,MD,M,I,NEW LONDON,63204731,CT,US,Neurosurgery,Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,11,11,11,172.2,0,303,0,103.51
1912001587,PENDERS,MD,M,I,GREENVILLE,278347225,NC,US,Psychiatry,Y,F,99232,"Subsequent hospital inpatient care, typically 25 minutes per day",N,881,172,881,67.51,0,143,0,53.23
1336100742,BEST,O.D.,M,I,CHARLOTTE,28262,NC,US,Optometry,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,93,73,93,63.55,3.58,69.89,10,43.73
1932189990,DENTON,NP,F,I,WINSTON SALEM,271570001,NC,US,Nurse Practitioner,Y,F,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,85,76,85,40.73,0,60,0,27.82
1972675460,MELMED,MD,M,I,COLUMBUS,43209,OH,US,Internal Medicine,Y,O,G0180,"Physician certification for medicare-covered home health  services under a home health plan of care (patient not present), including contacts with home health agency and review of reports of patient status required by physicians to affirm the initial impl",N,22,18,22,51,0,116.05,22.21,38.95
1255405544,MORTON,D.O.,M,I,WARREN,480936572,MI,US,Rheumatology,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,513,140,513,109.12,0.87,114.88,1.34,80.89
1467439919,LESNICK,MD,M,I,WILLIAMSBURG,231852505,VA,US,Neurosurgery,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,86,61,86,69.01,0,101,0,50.07
1083786594,ANSARI,MD,M,I,NEW YORK,100212822,NY,US,General Surgery,Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,46,46,46,179.27,0,225,0,137.12
1326001272,KELLEHER,PA-C,M,I,MARIETTA,300601155,GA,US,Physician Assistant,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,21,21,21,85.1,1.57,139.07,0,68.08
1912999707,SOILEAU,MD,M,I,LAKE CHARLES,706018849,LA,US,Family Practice,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,271,176,271,64.88,0,95,0,40.64
1770551947,WARRING,MD,M,I,HIGH SPRINGS,326551533,FL,US,Family Practice,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,54,28,54,103.41,0,109,0,80.16
1558459768,BRACHEY,MD,M,I,FAYETTEVILLE,302152950,GA,US,Emergency Medicine,Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,34,34,34,161.2,0.61,208.47,11.6,105.61
1689649626,HARRIS,MD,M,I,NEWVILLE,172411409,PA,US,Family Practice,Y,O,36415,Insertion of needle into vein for collection of blood sample,N,180,125,180,3,0,4,0,2.96
1508055393,GRUMET,MD,M,I,ORANGE,928683852,CA,US,Orthopedic Surgery,Y,O,73562,"X-ray of knee, 3 views",N,59,53,54,44.18,0,114,0,31.57
1952305740,HEINZ-MOMCILOVIC,MD,F,I,GAITHERSBURG,208774039,MD,US,Pulmonary Disease,Y,O,71020,"X-ray of chest, 2 views, front and side",N,43,39,43,35.42,0,35.42,0,27.68
1467566992,GELLMAN-RODRIGUEZ,PSY.D.,F,I,LAKELAND,338133113,FL,US,Clinical Psychologist,Y,O,90801,Psychiatric interview for diagnosis,N,57,55,57,152.85,0,200.7,1.74,122.28
1073697595,WASHBURN,PAC,F,I,SPRINGFIELD,11991001,MA,US,Physician Assistant,Y,F,G0439,"Annual wellness visit, includes a personalized prevention plan of service (pps), subsequent visit",N,12,12,12,96.4,0,180.75,4.44,96.4
1609862234,MARTIN,MD,M,I,OCALA,344746616,FL,US,Family Practice,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,150,103,150,70.65,0,91,0,46.13
1619958774,LUJAN,MD,F,I,SANTA FE,875016510,NM,US,Family Practice,Y,O,G0008,Administration of influenza virus vaccine,N,16,16,16,22.65,0,37,0,22.65
1538279013,ILIC,O,M,I,FRESNO,937202976,CA,US,Orthopedic Surgery,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,19,19,19,106.98,0,208,0,85.58
1356453468,SAHAY,MD,F,I,GARDEN CITY,115303322,NY,US,Neurology,Y,O,99205,"New patient office or other outpatient visit, typically 60 minutes",N,45,45,45,226.26,0,322.98,40.4,176.03
1316982028,ANDRUS,O.D.,M,I,MESQUITE,89027,NV,US,Optometry,Y,O,92014,"Eye and medical examination for diagnosis and treatment, established patient, 1 or more visits",N,184,178,184,118.84,7.2,119.66,7.25,77.79
1174518906,KLIEWER,MD,M,I,TULSA,741367812,OK,US,Gastroenterology,Y,F,99222,"Initial hospital inpatient care, typically 50 minutes per day",N,57,57,57,125.8,0,187,0,100.64
1700032711,SCHNEIDER,MD,M,I,BEL AIR,210144328,MD,US,Interventional Pain Management,Y,O,76942,Ultrasonic guidance imaging supervision and interpretation for insertion of needle,N,156,94,156,222.18,21.52,300.32,3.99,165.32
1760416440,MCCULLOUGH,MD,F,I,LOS ANGELES,900950001,CA,US,Emergency Medicine,Y,F,99285,"Emergency department visit, problem with significant threat to life or function",N,137,132,137,173.55,0,495,0,134.99
1437314408,PRASAD,MD,M,I,TROY,480851117,MI,US,Internal Medicine,Y,F,99220,Hospital observation care typically 70 minutes,N,53,51,53,188.45,0,260,0,150.76
1346387412,BROWN,MD,M,I,SAINT HELENA,945741830,CA,US,Family Practice,Y,O,83036,Hemoglobin A1C level,N,115,67,115,13.75,0,30,0,13.75
1114042496,BARANOSKI,MD,F,I,PHILADELPHIA,191021031,PA,US,Infectious Disease,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,28,21,28,109.93,0,177,0,83.94
1043281488,MORRIS,MD,M,I,PLANTATION,333172202,FL,US,Infectious Disease,Y,F,99232,"Subsequent hospital inpatient care, typically 25 minutes per day",N,190,81,190,73.13,0.02,73.14,0.14,58.5
1831135979,SCHROCK,MD,M,I,SANTA PAULA,93060,CA,US,Family Practice,Y,O,G0438,"Annual wellness visit; includes a personalized prevention plan of service (pps), initial visit",N,12,12,12,183.01,0,185,0,183.01
1578662771,EDC DRUG STORES INC,O,O,O,SIMPSONVILLE,296812010,SC,US,Mass Immunization Roster Biller,Y,O,90662,Vaccine for influenza injection,Y,67,67,67,30.92,0,30.92,0,30.92
1407959174,SOUTH CAROLINA CVS PHARMACY LLC,O,O,O,GREENWOOD,296463930,SC,US,Mass Immunization Roster Biller,Y,O,Q2037,"Influenza virus vaccine, split virus, when administered to individuals 3 years of age and older, for intramuscular use (fluvirin)",Y,93,93,93,13.99,0.15,14.01,0.12,13.99
1205814738,BRIGGS,NP,M,I,CHATTANOOGA,374032147,TN,US,Nurse Practitioner,Y,F,99284,"Emergency department visit, problem of high severity",N,20,20,20,92.73,0,831.8,17.4,74.18
1144212523,SMITH,MD,M,I,CONWAY,720343681,AR,US,Orthopedic Surgery,Y,O,G0180,"Physician certification for medicare-covered home health  services under a home health plan of care (patient not present), including contacts with home health agency and review of reports of patient status required by physicians to affirm the initial impl",N,11,11,11,48.15,0,113,0,38.52
1568540714,GREEN,MD,M,I,MERIDIAN,836426302,ID,US,Internal Medicine,Y,O,93010,Routine electrocardiogram (EKG) using at least 12 leads with interpretation and report,N,23,19,20,8.96,0,30.91,0.41,5.84
1053336644,AMIN,MD,F,I,TEMPE,852827510,AZ,US,Anesthesiology,Y,F,810,Anesthesia for procedure on small bowel using an endoscope,N,12,12,12,156.29,10.05,565.32,418.31,125.03
1093767725,DANRAD,MD,M,I,ST. LOUIS,631100250,MO,US,Diagnostic Radiology,Y,F,71020,"X-ray of chest, 2 views, front and side",N,195,191,195,10.83,0.29,34.38,7.26,8.19
1003854621,LAFONTANT,MD,F,I,BRONX,104623388,NY,US,Obstetrics/Gynecology,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,99,52,99,80.56,0,89.59,18.84,62.59
1518900372,LONGS DRUG STORES CALIFORNIA LLC,O,O,O,LONG BEACH,908142023,CA,US,Mass Immunization Roster Biller,Y,O,Q2038,"Influenza virus vaccine, split virus, when administered to individuals 3 years of age and older, for intramuscular use (fluzone)",Y,54,54,54,13.1,0.47,13.1,0.47,13.1
1982601290,USSERY,MD,M,I,KEALAKEKUA,967507920,HI,US,Anesthesiology,Y,F,810,Anesthesia for procedure on small bowel using an endoscope,N,18,18,18,173.48,26.65,800,123.29,138.78
1427028448,BALSOM,MD,M,I,EUGENE,974023636,OR,US,Family Practice,Y,O,80061,"Blood test, lipids (cholesterol and triglycerides)",N,77,64,77,15.15,1.56,39,0,15.15
1629004155,KOCHER,MD,F,I,PORTLAND,972209436,OR,US,Family Practice,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,82,32,82,105.32,0,321,0,72.24
1841278249,CARIM,MD,M,I,WEST ISLIP,117953105,NY,US,Cardiology,Y,F,93306,"Ultrasound examination of heart including color-depicted blood flow rate, direction, and valve function",N,295,292,295,71.48,0,202.04,1,56.14
1508887019,STELLA,MD,M,I,WASILLA,996546513,AK,US,Diagnostic Radiology,Y,F,G0202,"Screening mammography, producing direct digital image, bilateral, all views",N,44,44,44,46.81,0,108,0,46.24
1518974948,PAGE,MD,M,I,WICHITA,672083052,KS,US,Hematology/Oncology,Y,F,99238,"Hospital discharge day management, 30 minutes or less",N,17,14,17,67.15,0,125,0,53.72
1083641609,SORENSON,MD,M,I,NEW YORK CITY,10022,NY,US,Ophthalmology,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,21,20,21,47.95,0,48,0.21,34.81
1801807839,HOULE,PT,F,I,TEWKSBURY,18761699,MA,US,Physical Therapist,Y,O,97140,"Manual (physical) therapy techniques to 1 or more regions, each 15 minutes",N,374,53,337,27.67,0.31,50,0,21.71
1538227848,KHABBAZ,MD,M,I,JANESVILLE,53548,WI,US,Neurology,Y,F,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,141,108,141,48.04,0,48.2,1.84,38.09
1942311311,RIVERA,MD,M,I,RAMONA,920655242,CA,US,Internal Medicine,Y,O,93000,Routine EKG using at least 12 leads including interpretation and report,N,43,40,43,19.96,0,54,0,14.86
1093751851,BRANSON,NP,F,I,KNOXVILLE,37923,TN,US,Nurse Practitioner,Y,O,Q2037,"Influenza virus vaccine, split virus, when administered to individuals 3 years of age and older, for intramuscular use (fluvirin)",Y,28,28,28,13.96,0.16,28.75,2.17,13.96
1891701033,KAPLAN,MD,M,I,BELLFLOWER,907066719,CA,US,Obstetrics/Gynecology,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,39,24,39,76.19,0,122,0,47.23
1215974654,EFFENDI,MD,M,I,PEKIN,615543822,IL,US,Family Practice,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,149,138,149,67.4,0.08,93,0,47.16
1831188374,PATEL,PA-C,F,I,PROVIDENCE,29042609,RI,US,Physician Assistant,Y,F,99239,"Hospital discharge day management, more than 30 minutes",N,45,45,45,90.73,0,170,0,72.58
1063492502,DASSE,MD,M,I,DM AFB,857076097,AZ,US,Family Practice,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,13,12,13,39.92,0,48,0,22.11
1275636607,JONES,MD,F,I,AUSTIN,787021357,TX,US,Family Practice,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,396,176,396,66.1,0.24,95,0,41.41
1699794727,SACHDEV,MD,M,I,ELKTON,21921,MD,US,Family Practice,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,285,170,285,106.41,0,120,0,71.57
1780822569,BOWMAN,MD,M,I,JACKSONVILLE,322241865,FL,US,Diagnostic Radiology,Y,F,71010,"X-ray of chest, 1 view, front",N,342,255,328,8.5,0.02,10.73,7.73,6.38
1083683460,CAVAZOS,MD,M,I,NEWPORT NEWS,236064562,VA,US,Orthopedic Surgery,Y,O,76942,Ultrasonic guidance imaging supervision and interpretation for insertion of needle,N,256,107,221,201.96,0,361,0,156.8
1518955095,NOBIE,MD,M,I,ORLANDO,328031248,FL,US,Emergency Medicine,Y,F,93010,Routine electrocardiogram (EKG) using at least 12 leads with interpretation and report,N,229,215,223,8.62,0,85.39,0.99,6.87
1689671141,MEYERSFIELD,MD,M,I,LAKE SUCCESS,110421011,NY,US,Urology,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,142,138,142,118.69,0,356.81,0.86,73.21
1437223385,COLUMBUS,MD,F,I,CINCINNATI,452271545,OH,US,General Surgery,Y,O,99205,"New patient office or other outpatient visit, typically 60 minutes",N,18,18,18,193.69,0,250,0,138.98
1376694901,POPE,MD,M,I,LIBERTY,64068,MO,US,Diagnostic Radiology,Y,F,71260,CT scan chest with contrast,N,96,93,96,56.6,6.32,207,0,42.35
1003812918,HAYES,N.P.,F,I,LAKE OZARK,650498658,MO,US,Nurse Practitioner,Y,O,36415,Insertion of needle into vein for collection of blood sample,N,12,11,12,3,0,20,0,2.9
1902139983,SHARMA,MD,F,I,FAIRHAVEN,2719,MA,US,Internal Medicine,Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,11,11,11,164.44,0,411,0,131.55
1982633079,GAENSLEN,MD,M,I,GRAFTON,530249201,WI,US,Orthopedic Surgery,Y,O,97110,"Therapeutic exercise to develop strength, endurance, range of motion, and flexibility, each 15 minutes",N,66,15,40,28.38,0.91,94,0,9.2
1306007091,NEHME,MD,M,I,BUFFALO,142153021,NY,US,Internal Medicine,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,156,63,156,40.43,0,61.76,8.36,30.85
1902919467,TADROS,MD,M,I,KANSAS CITY,661032937,KS,US,Cardiology,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,214,158,214,66.64,0,99,0,47.73
1144331083,GILLESPIE,D.P.M.,M,I,SAN ANTONIO,782583454,TX,US,Podiatry,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,193,121,193,66.27,0.12,100,0,50.85
